brand,platform,model,timestamp,engagement,likes,comments,shares,reactions,url,caption,text,hashtags,thumbnail,classification_reason,classification_confidence
Nissan,instagram,magnite,2025-08-27T04:46:32+00:00,46,45,1,0,0,https://www.instagram.com/p/DN2HaBx0g6B/,"Experience the thrill of the all-new Nissan Magnite! Drop by PITSTOP Matara, PITSTOP Kandy & AMW Kurunegala today.

#NissanMagnite #BoldInsideOut #Nissan #pitstop #Matara #Kandy #Kurunegala",,"NissanMagnite, BoldInsideOut, Nissan, pitstop, Matara, Kandy, Kurunegala",https://scontent-mia5-1.cdninstagram.com/v/t39.30808-6/539219427_1099344785669512_6103274592629063380_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEb_Xgor2A4o195a_zbpMriBBHsBbH4BtYBBIpSeHGNiNroWIk4-uRlV7TDSJfwvLU&_nc_ohc=5M-ZcNBlnlcQ7kNvwHaJ17i&_nc_gid=u4t3_oqe6eGe27baax0R5w&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfcHSUrxaV3rfhPUbppE66K3rAt_GkkDVZoQClJd4Pl8Ew&oe=68F26739&_nc_sid=10d13b,The text explicitly mentions 'Nissan Magnite' and the image prominently displays the Nissan Magnite vehicle. Both the text and image support the classification as the Magnite model.,100
Nissan,instagram,magnite,2025-10-01T07:10:32+00:00,14,14,0,0,0,https://www.instagram.com/p/DPQftWAgafv/,"May your days be filled with laughter that echoes, adventures that inspire, and dreams that soar as high as the sky. 
Keep playing, keep learning, keep being the amazing humans you are! 

HAPPY CHILDREN'S DAY!",,,https://scontent-hou1-1.cdninstagram.com/v/t39.30808-6/557803419_1127217019548955_2330646221953303148_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFfCrqT4GGqqE0ar-hpdzIrYfqmGrp5c-vRFCsHZ_77AUrJ_5Y8QwuHeMumkfMRXGY&_nc_ohc=VOppPVHVImoQ7kNvwEJfke4&_nc_gid=Z1reLbQrphOMy3GKSUCN0g&edm=APs17CUAAAAA&ccb=7-5&oh=00_AfddKifKZuvI7whJxew1jooNTUKwsRnAXTNtjBSP4OSr0w&oe=68F271FF&_nc_sid=10d13b,"The image prominently features the Nissan Magnite, as indicated by the text 'NEW NISSAN MAGNITE' and the visual match with the reference image for the Magnite. The post content does not mention any specific vehicle model, but the image supports classification as 'magnite'.",95
Nissan,instagram,magnite,2025-08-02T04:16:15+00:00,10,-1,11,0,0,https://www.instagram.com/p/DM1rj6yoUlS/,"Wheely impressed? You will be 🚗💨
Pull up to booth No. 27–31 at the Auto Vision Motor Show at BMICH this weekend from 10am-10pm and catch the New Nissan Magnite in all its glory. ✨
Bold looks, smart features — don’t miss it!

Motor Shows Sri Lanka | Nissan Cars | Nissan Magnite | SUVs Sri Lanka | Vehicles to buy in Colombo | Whats the best SUV to buy | Whats the budget friendly SUV | Vehicles Colombo | Car offers",,,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/527264395_1261539965708566_3509277395341925381_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QFRjqtILGl_h1BcAm2i51zB8oUz9PS37n1-CEb_BPz8A_arF7B8xlvQs3yf0x7H5GA&_nc_ohc=xLGp_eVFlsgQ7kNvwHd-DfP&_nc_gid=lI2f-XXh14MRkf4aKvSIBA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfcRpfNoi7-Ms8pyIzMrAaEFtDiuhphiNhqhbkOuaF34aA&oe=68F253A4&_nc_sid=10d13b,The text explicitly mentions 'Nissan Magnite' and the image supports this by showing a Nissan Magnite vehicle with signage indicating 'The All New Nissan Magnite'.,100
Nissan,instagram,magnite,2025-09-01T11:29:53+00:00,33,32,1,0,0,https://www.instagram.com/p/DODtio6kkbJ/,"The New Nissan Magnite doesn't just promise, it delivers confidence. Every turn, every stop, every acceleration is perfectly under your control.
So why second thoughts? Make it yours.

Reach the following contacts for more details and bookings: 

NICHOLAS - 072 395 4100
CHATHURANGA - 077 365 9511
LASANKA - 076 589 0606
DILUMI - 076 098 1263
YOHAN - 077 648 5804
VAJIRA - 076 971 4257 
DINUM - 078 744 9087
SASIKA - 076 613 6812",,,https://scontent-lax3-1.cdninstagram.com/v/t39.30808-6/540621334_1103399258597398_4486925991029990934_n.jpg?stp=dst-jpg_e15_fr_s1080x1080_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QG1CRRA7xqi7-b83a0sJmGagmZAkM1oYI2CnfpwTpZ3Qu2uynDHfQZq4WbjV5HZe-A&_nc_ohc=0FEO_7drinQQ7kNvwGLucSX&_nc_gid=Brx_M6bAsy-GLjJxP2FKGA&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afeudw0RjN4UL85BeB6iK5ohVZWnRP8BW-n9B5yIjo9gXw&oe=68F27214&_nc_sid=10d13b,The text explicitly mentions 'Nissan Magnite' and the image supports this by showing a vehicle labeled as 'New Nissan Magnite'.,100
Nissan,instagram,magnite,2025-08-01T12:12:15+00:00,44,44,0,0,0,https://www.instagram.com/p/DMz9seoKu1P/,"It’s just Day 1 and the crowd is swarming around the New Magnite!Visit the AMW stall No A27-A31 at BMICH ""Motor Show 2025"" from 1st to 3rd August and witness for yourself. #BoldInsideOut #Nissan #MotorShow2025 #Magnite #BMICH",,"BoldInsideOut, Nissan, MotorShow2025, Magnite, BMICH",https://scontent-sjc6-1.cdninstagram.com/v/t51.2885-15/527342089_18476426395076131_5202763716065628774_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QFFS9dXB3ea9ZWKdE9vKRRqQGrcJkqadDy9J56hoduOHwVba-BL1WZzpaHl3oJy3oUbCzm7tNmKbn1pfEsEVRzq&_nc_ohc=wG8047sDgukQ7kNvwEfVJ_N&_nc_gid=xi99pxI_0d9IWSzcdam0qw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfejDZmKtB7i2ld92smnuv7HyzEWf41FFB8scpDOwCLeNA&oe=68F2614E&_nc_sid=10d13b,"The text explicitly mentions the 'New Magnite' and includes the hashtag #Magnite, which matches one of the target models. The context is automotive-related, specifically about a motor show featuring the Magnite.",95
Nissan,facebook,magnite,2025-10-01T07:10:30+00:00,11,9,0,0,2,https://www.facebook.com/100067820015950/posts/1127217239548933,"May your days be filled with laughter that echoes, adventures that inspire, and dreams that soar as high as the sky. 
Keep playing, keep learning, keep being the amazing humans you are! 

HAPPY CHILDREN'S DAY!","May your days be filled with laughter that echoes, adventures that inspire, and dreams that soar as high as the sky. 
Keep playing, keep learning, keep being the amazing humans you are! 

HAPPY CHILDREN'S DAY!",,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/557803419_1127217019548955_2330646221953303148_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=109&ccb=1-7&_nc_sid=127cfc&_nc_ohc=voARqBXmuLwQ7kNvwH8pW5V&_nc_oc=Adk55AI-9lYPwsll00Ajh1FVTnKa3c_n79J4xRmRgVaoCog_V5_FBE8w8wfmysV0dWk&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=UdTzANEnX9OyBuPip79r0w&oh=00_Affr8-NYAS_XM0eeWZ2yxPXuErp4nUlTncleTn7P4HS08A&oe=68F271FF,"The image prominently features the Nissan Magnite, which is one of the target models. The text does not mention any specific vehicle model, but the visual evidence supports classification as 'magnite'.",95
Nissan,facebook,magnite,2025-09-01T11:29:51+00:00,375,316,19,36,4,https://www.facebook.com/100067820015950/posts/1103399285264062,"The New Nissan Magnite doesn't just promise, it delivers confidence. Every turn, every stop, every acceleration is perfectly under your control.
So why second thoughts? Make it yours.

Reach the following contacts for more details and bookings:  

NICHOLAS - 072 395 4100
CHATHURANGA - 077 365 9511
LASANKA - 076 589 0606
DILUMI - 076 098 1263
YOHAN - 077 648 5804
VAJIRA - 076 971 4257 
DINUM - 078 744 9087
SASIKA - 076 613 6812","The New Nissan Magnite doesn't just promise, it delivers confidence. Every turn, every stop, every acceleration is perfectly under your control.
So why second thoughts? Make it yours.

Reach the following contacts for more details and bookings:  

NICHOLAS - 072 395 4100
CHATHURANGA - 077 365 9511
LASANKA - 076 589 0606
DILUMI - 076 098 1263
YOHAN - 077 648 5804
VAJIRA - 076 971 4257 
DINUM - 078 744 9087
SASIKA - 076 613 6812",,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/540621334_1103399258597398_4486925991029990934_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=100&ccb=1-7&_nc_sid=833d8c&_nc_ohc=STfICbvdU_4Q7kNvwEbztgD&_nc_oc=AdmvEK4GuS4arv7mro_clJCJ1Dsh6vEjIFHfEuFhjefodoZ4dUTUvw8y3PB4OMCXc4c&_nc_zt=23&_nc_ht=scontent-lga3-2.xx&_nc_gid=UdTzANEnX9OyBuPip79r0w&oh=00_AfftccC0PyskyO3KkoF1-P8MKZla2kmn_8s_1_M_jRo0jQ&oe=68F27214,The text explicitly mentions 'Nissan Magnite' and the image supports this by showing the Nissan Magnite model.,100
Nissan,facebook,magnite,2025-08-27T04:46:28+00:00,273,243,16,11,3,https://www.facebook.com/100067820015950/posts/1099346912335966,"Experience the thrill of the all-new Nissan Magnite! Drop by PITSTOP Matara, PITSTOP Kandy & AMW Kurunegala today.

#NissanMagnite #BoldInsideOut #Nissan #pitstop #Matara #Kandy #Kurunegala","Experience the thrill of the all-new Nissan Magnite! Drop by PITSTOP Matara, PITSTOP Kandy & AMW Kurunegala today.

#NissanMagnite #BoldInsideOut #Nissan #pitstop #Matara #Kandy #Kurunegala","NissanMagnite, BoldInsideOut, Nissan, pitstop, Matara, Kandy, Kurunegala",https://scontent-lga3-1.xx.fbcdn.net/v/t39.30808-6/539219427_1099344785669512_6103274592629063380_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=9wQnlPdGFLcQ7kNvwHrmIjF&_nc_oc=Adkp6t3b92ESMdy8DmWbjCLqP_hZlQJqJOjlA1iDeg0sAgnqhP7n-a7uYP-50PfUg0E&_nc_zt=23&_nc_ht=scontent-lga3-1.xx&_nc_gid=UdTzANEnX9OyBuPip79r0w&oh=00_AffmyUd_dhxxTFSoQZeAmXRF_Cy600f3vLSJQKqmolsBbw&oe=68F26739,The text explicitly mentions 'Nissan Magnite' and the image supports this by showing the Nissan Magnite model.,100
Nissan,facebook,magnite,2025-08-03T06:39:20+00:00,80,68,9,1,2,https://www.facebook.com/100067820015950/posts/1296958632436452,"Wheely impressed? You will be 🚗💨 Pull up to Booth No. 27–31 at the Auto Vision Motor Show at BMICH this weekend from 10am-10pm and catch the New Nissan Magnite in all its glory. 
✨Bold looks, smart features — don’t miss it!

Motor Shows Sri Lanka | Nissan Cars | Nissan Magnite | SUVs Sri Lanka | Vehicles to buy in Colombo | Whats the best SUV to buy | Whats the budget friendly SUV | Vehicles Colombo | Car offers","Wheely impressed? You will be 🚗💨 Pull up to Booth No. 27–31 at the Auto Vision Motor Show at BMICH this weekend from 10am-10pm and catch the New Nissan Magnite in all its glory. 
✨Bold looks, smart features — don’t miss it!

Motor Shows Sri Lanka | Nissan Cars | Nissan Magnite | SUVs Sri Lanka | Vehicles to buy in Colombo | Whats the best SUV to buy | Whats the budget friendly SUV | Vehicles Colombo | Car offers",,https://scontent-hou1-1.xx.fbcdn.net/v/t15.5256-10/525733938_1449903622878928_2748143664624630455_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=110&ccb=1-7&_nc_sid=7965db&_nc_ohc=OIuDCcwVRVwQ7kNvwEAcWNg&_nc_oc=AdmCPSx4PcEOEuMJfoXOIb5k--MiSZBV_sS7E2e0wm6DbVon4Nh4vHyj5BrPKZyQh5s&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=B4I0bFr18_WTl0aijwQ2Eg&oh=00_AfdnwolyyPKbLGbDSGJFDj0dIVft5LI26ICLSvkhgd5uPw&oe=68F26E11,"The text explicitly mentions the Nissan Magnite, which is one of the target models. The image also supports this classification as it shows a vehicle interior with the word 'MAGNITE' visible, confirming the model.",95
Nissan,facebook,magnite,2025-08-01T12:16:09+00:00,406,384,0,19,3,https://www.facebook.com/100067820015950/posts/1079214374349220,"It’s just Day 1 and the crowd is swarming around the New Magnite! Visit the AMW stall No A27-A31 at BMICH ""Motor Show 2025"" from 1st to 3rd August and witness for yourself. #BoldInsideOut #Nissan #MotorShow2025 #Magnite #BMICH","It’s just Day 1 and the crowd is swarming around the New Magnite! Visit the AMW stall No A27-A31 at BMICH ""Motor Show 2025"" from 1st to 3rd August and witness for yourself. #BoldInsideOut #Nissan #MotorShow2025 #Magnite #BMICH","BoldInsideOut, Nissan, MotorShow2025, Magnite, BMICH",https://scontent-hou1-1.xx.fbcdn.net/v/t15.5256-10/526960004_1542312837185981_4600966017952274359_n.jpg?stp=dst-jpg_s960x960_tt6&_nc_cat=104&ccb=1-7&_nc_sid=c44d43&_nc_ohc=U0ZCEpYgn9YQ7kNvwGRIJK4&_nc_oc=AdknohUDKHNOxu96P-MgA_F13H1BJY0Yb_CVYrHpwxK4fIPBsAUqAzkJLJ0oQVbOwEo&_nc_zt=23&_nc_ht=scontent-hou1-1.xx&_nc_gid=B4I0bFr18_WTl0aijwQ2Eg&oh=00_AfddgC766BqXO5SszogKbbHRitb38BjDWb6aqqSAjuunsg&oe=68F257E1,"The text explicitly mentions the 'New Magnite' and includes the hashtag #Magnite, which directly matches one of the target models. The image supports this classification by showing a Nissan Magnite at the Motor Show.",95
